1064064612	Charivari Verlag
1068782609	Bendorfer Narrenzunft 1970
1068783001	Initiativkreis Adenauer-Schuman-Gedenkzeichen
1068783117	Kultournacht Speyer / 13. / 2013 / Speyer
1068783273	Kultournacht Speyer / 14. / 2014 / Speyer
1068786922	TC Grün-Weiss Herdorf
106878752X	Heimatfreunde Weibern
106878797X	Fischer, Joachim / 1940-
1068788747	Umwelttag "Vogelvolk auf Großer Reise - Zugvögel in der Region" / 2014 / Nassau, Rhein-Lahn-Kreis; Gemmerich
106878900X	Touristik Winningen e.V.
1068790962	Schmauch, Claus / 1898-1979
1068872489	Henn, Armin / 1939-2014
1068883707	Phul, Hans-Karl / 1942-
1068893559	Berge & Meer Touristik GmbH
1068896701	Raible, Hartmut R.
1068916087	Rheinland-Pfalz / Der Bürgerbeauftragte des Landes und der Beauftragte für die Landespolizei
1068920939	Initiative St. Christoph
1068927828	Evangelische Kirche der Pfalz (Protestantische Landeskirche) / Kirchenbezirk Kaiserslautern
106892800X	Klinger, Willi / 1956-
1068929448	Evangelische Kirche der Pfalz (Protestantische Landeskirche) / Kirchenbezirk Ludwigshafen
1068931299	Collon, Nicholas / 1983-
1068931787	Arbeitskreis Draiser Geschichte
1068934263	Eigenbrodt, Viola / 1961-
1068936932	Fischer, Hartmut / 1943-
106893767X	Altstadtfest Kaiserslautern / 2013 / Kaiserslautern
1068937793	Altstadtfest Kaiserslautern / 2014 / Kaiserslautern
1068938137	Kissel, Willi
1068961333	Thyssen, Willi
1068979593	Mörz / Rhein-Hunsrück-Kreis
1068981016	Rathauskeller Stuttgart
1069006041	Pietzsch, Friedrich August / 1889-1976
1069006726	Hilzendegen, Armin
1069012882	Muggenthaler, Heinz
1069013684	Musikverein Scheuerfeld 1890
1069073660	Salomon, Udo
1069076007	Naturerlebniszentrum Wappenschmiede
106912561X	Helmholtz-Gymnasium Zweibrücken / Abiturjahrgang 2015
1069129720	Hoffmann, Roland / 1955-
1069137723	Flörsch, Reiner / 1946-
1069137944	Kaufmann, Kai-Asmus / 1966-
1069141186	Özsoy, Öykü / 1972-
1069142646	Protestantische Kirchengemeinde Klingenmünster
1069143154	Wahlig, Ursula
1069143634	Haag-Kirchner, Peter
1069144134	Rehbaum, Aide
1069149675	Balbo, Andrea / 1970-
106915024X	Meier, Adolf / -1990
1069150908	Donnersbergkreis / Integrationsbeauftragte
1069178306	Hammen, Helma / 1952-
1069183644	Polloczek, Heinrich / 1903-1979
1069188654	Schulz, Petra / 1954-
1069190772	Bracht, Dieter
1069195472	Thonfeld, Christoph
1069206423	Hahn, Katina
1069206830	Kreußer, Ingo
1069211982	Kirsch, Hans-Christian / 1934-2006
1069226386	Ausstellung Brot und Wein / 2008 / Reil
106929232X	Harz, Kurt E. / 1858-1939
1069294608	Martin, Uta / 1976-
1069304174	Berg, Reimund / 1965-
1069311960	Hannah-Arendt-Gymnasium Haßloch / Abiturjahrgang 2015
1069312878	Hugo-Ball-Gymnasium Pirmasens / Abiturjahrgang 2015
1069363863	Hörl, Ottmar / 1950- / Karl Marx
1069403202	Nordpfalzgymnasium / Abiturjahrgang 2015
106940473X	Hans-Purrmann-Gymnasium / Abiturjahrgang 2015
106940540X	Max-Slevogt-Gymnasium / Abiturjahrgang 2015
1069406465	Heinrich-Böll-Gymnasium / Ludwigshafen am Rhein / Abiturjahrgang 2015
1069411590	Höfken, Ulrike / 1955-
1069498157	Segelclub Otterstadt
1069499455	Rheinland-Pfalz / Landesgesetz über Wohnformen und Teilhabe
1069500372	Caritas Kinderhilfe Pirmasens
1069500534	Bauer, Olivier / 1964-
1069500879	Schulverband Winnweiler
1069508454	ARUPLAN
106950971X	Ausstellung BeWilderd / 2015 / Landau in der Pfalz
1069513369	Oswald, Heinrich / 1887-1955
1069517704	Rauch, Jakob / 1680-1765
1069519219	Keßler, Johannes / 1900-1980
1069520519	Maschinen- und Betriebshilfering Rheinhessen-Nahe-Donnersberg
1069520926	Göttnauer, Otto / 1906-1990
1069526584	Brüning, Herbert / 1911-1983
1069526606	Trikot
1069526827	Wagner, Sacha
1069541265	Wehsarg, Georg / 1781-1868
1069541591	ASV Seerose
1069543675	Die Zunft AG
1069579289	Reynette / von Koblenz / 1340-1397
1069597279	Ludwigshafen Setzt Stolpersteine e.V.
1069631558	Horn, Hauke / 1975-
1069647896	Rokoch, Emund / 1600-1675
1069651575	Seel, Wehrmann / 1914-1989
1069651796	Wilhelm-Hofmann-Gymnasium / Abiturjahrgang 2015
1069652059	Johannes-Gymnasium Lahnstein / Abiturjahrgang 2015
1069652199	Werner-Heisenberg-Gymnasium Neuwied / Abiturjahrgang 2015
1069652423	Bertha-von-Suttner-Gymnasium Andernach / Abiturjahrgang 2015
1069652628	Peter-Joerres-Gymnasium Ahrweiler / Abiturjahrgang 2015
1069655589	Gymnasium Calvarienberg / Abiturjahrgang 2015
1069655775	Herzog-Johann-Gymnasium / Abiturjahrgang 2015
1069655902	Lina-Hilger-Gymnasium / Abiturjahrgang 2015
1069656240	Pfarrei Mariä Geburt Selzen
106965633X	Eichendorff-Gymnasium Koblenz / Abiturjahrgang 2015
1069656445	Westerwald-Gymnasium / Abiturjahrgang 2015
1069656542	Konrad-Adenauer-Gymnasium Westerburg / Abiturjahrgang 2015
1069656666	Kopernikus-Gymnasium Wissen / Abiturjahrgang 2015
1069672726	Freiherr-vom-Stein-Gymnasium Betzdorf-Kirchen / Abiturjahrgang 2015
1069677493	Scholl, Hermann / 1706-1768
1069680141	Finanzbeamtin
1069689947	Wanderausstellung "Herz verschenken" / 2013- / Rheinland-Pfalz
1069691003	Wanderausstellung "Demenz ist anders" / 2011 - / Rheinland-Pfalz
1069692182	Hüßler, Christopher / 1995-
1069692298	Friedrich-Magnus-Schwerd-Gymnasium / Abiturjahrgang 2015
106969780X	Russisch-Ukrainischer Krieg
1069777722	Hilda-Gymnasium Koblenz / Abiturjahrgang 2015
1069777943	Max-von-Laue-Gymnasium / Abiturjahrgang 2015
106977815X	Wiedtal-Gymnasium / Abiturjahrgang 2015
1069778354	Martinus-Gymnasium Linz / Abiturjahrgang 2015
1069778745	Mons-Tabor-Gymnasium / Abiturjahrgang 2015
1069779857	Martin-Butzer-Gymnasium / Abiturjahrgang 2015
1069780081	Schönstätter Marienschule Vallendar / Abiturjahrgang 2015
1069780235	Kurfürst-Balduin-Gymnasium Münstermaifeld / Abiturjahrgang 2015
1069780499	Gymnasium im Kannenbäckerland / Abiturjahrgang 2015
1069780707	Goethe-Gymnasium Bad Ems / Abiturjahrgang 2015
1069780898	Gymnasium an der Heinzenwies / Abiturjahrgang 2015
1069781061	Kurfürst-Salentin-Gymnasium / Abiturjahrgang 2015
1069782602	Marion-Dönhoff-Gymnasium Lahnstein / Abiturjahrgang 2015
1069782920	Rhein-Wied-Gymnasium / Abiturjahrgang 2015
1069783250	Are-Gymnasium / Abiturjahrgang 2015
1069783757	Rhein-Gymnasium Sinzig / Abiturjahrgang 2015
1069791865	Ausstellung Aufgemöbelt - Historische Möbel aus der Sammlung des Stadtmuseums Simeonstift / 2015 / Trier
